Sample ID,Sample Date,Beach Name,Sample Location,Enterococci Results,Units or Notes
050509KB09,2009-05-05,MORRIS YACHT AND BEACH CLUB,Right,52,MPN/100 ml
061114CP11,2014-06-11,MIDLAND BEACH,Center,28,MPN/100 ml
051208BH12,2008-05-12,SOUTH BEACH,Right,320,MPN/100 ml
082713GR04,2013-08-27,WHITE CROSS FISHING CLUB,Left,24,MPN/100 ml
071006JR08,2006-07-10,CONEY ISLAND WEST 16TH - WEST 27TH,Center,8,MPN/100 ml
063009SG02,2009-06-30,DOUGLASTON HOMEOWNERS ASSOCIATION,Center,28,MPN/100 ml
061510GR17,2010-06-15,SCHUYLER HILL CIVIC ASSOCIATION,Center,40,MPN/100 ml
062005MG02,2005-06-20,DOUGLASTON HOMEOWNERS ASSOCIATION,Center,28,MPN/100 ml
092607GR01,2007-09-26,WHITESTONE BOOSTER CIVIC  ASSOCIATION,Left,4,MPN/100 ml
070213GR05,2013-07-02,WHITE CROSS FISHING CLUB,Center,110,MPN/100 ml
052113KB01,2013-05-21,DOUGLASTON HOMEOWNERS ASSOCIATION,Left,12,MPN/100 ml
061213GR12,2013-06-12,MANHEM BEACH CLUB,Center,28,MPN/100 ml
051915CP15,2015-05-19,WEST FORDHAM STREET ASSOCIATION,Right,4,MPN/100 ml
042208IM09,2008-04-22,AMERICAN TURNERS,Right,24,MPN/100 ml
081213GR15,2013-08-12,SEAGATE BEACH - 38TH STREET,Center,4,MPN/100 ml
052306IM23,2006-05-23,SCHUYLER HILL CIVIC ASSOCIATION,Center,4,MPN/100 ml
060407GR14,2007-06-04,SEAGATE BEACH - 38TH STREET,Left,400,MPN/100 ml
051115GR01,2015-05-11,GERRITSEN/KIDDIE BEACH,Left,24,MPN/100 ml
060809GR07,2009-06-08,KINGSBOROUGH COMMUNITY COLLEGE,Left,32,MPN/100 ml
051605EL03,2005-05-16,CONEY ISLAND BR. 15TH - 6TH,Center,10,MPN/100 ml
052913GR18,2013-05-29,SEAGATE BEACH - 42ND STREET,Center,120,MPN/100 ml
091712GR01,2012-09-17,DOUGLASTON HOMEOWNERS ASSOCIATION,Left,44,MPN/100 ml
062315GR11,2015-06-23,DANISH AMERICAN BEACH CLUB,Center,12,MPN/100 ml
053012GR05,2012-05-30,WHITE CROSS FISHING CLUB,Center,130,MPN/100 ml
080712KB13,2012-08-07,MORRIS YACHT AND BEACH CLUB,Left,4,MPN/100 ml
090412GR05,2012-09-04,WHITE CROSS FISHING CLUB,Center,16,MPN/100 ml
052908BH02,2008-05-29,WHITESTONE BOOSTER CIVIC  ASSOCIATION,Center,4,MPN/100 ml
060607IM26,2007-06-06,DOUGLASTON HOMEOWNERS ASSOCIATION,Center,160,MPN/100 ml
051811SG15,2011-05-18,AMERICAN TURNERS,Right,360,MPN/100 ml
070616MC04,2016-07-06,ROCKAWAY BEACH 59TH - 80TH,Center,4,MPN/100 ml
060710GR09,2010-06-07,KINGSBOROUGH COMMUNITY COLLEGE,Right,4,MPN/100 ml
052014IM17,2014-05-20,SCHUYLER HILL CIVIC ASSOCIATION,Center,8,MPN/100 ml
060517JA13,2017-06-05,MIDLAND BEACH,Center,8,MPN/100 ml
050410SG06,2010-05-04,WHITESTONE BOOSTER CIVIC  ASSOCIATION,Right,76,MPN/100 ml
070610KB05,2010-07-06,WOLFE'S POND PARK,Center,12,MPN/100 ml
050216GR05,2016-05-02,MANHATTAN BEACH,Center,28,MPN/100 ml
051209KB08,2009-05-12,MORRIS YACHT AND BEACH CLUB,Center,8,MPN/100 ml
050905BH10,2005-05-09,CONEY ISLAND WEST 28TH - WEST 37TH,Center,9.9,MPN/100 ml
070912KB04,2012-07-09,WOLFE'S POND PARK,Left,8,MPN/100 ml
061405AW04,2005-06-14,ROCKAWAY BEACH 59TH - 80TH,Center,8,MPN/100 ml
052510GR10,2010-05-25,DANISH AMERICAN BEACH CLUB,Left,4,MPN/100 ml
042710KB12,2010-04-27,WEST FORDHAM STREET ASSOCIATION,Right,28,MPN/100 ml
082409KB13,2009-08-24,CONEY ISLAND WEST 16TH - WEST 27TH,Center,16,MPN/100 ml
051507BH08,2007-05-15,MANHEM BEACH CLUB,Center,4,MPN/100 ml
080210KB06,2010-08-02,WOLFE'S POND PARK,Right,20,MPN/100 ml
050107IM27,2007-05-01,DOUGLASTON HOMEOWNERS ASSOCIATION,Right,20,MPN/100 ml
081914CP15,2014-08-19,MANHEM BEACH CLUB,Right,8,MPN/100 ml
062413GR15,2013-06-24,MANHEM BEACH CLUB,Right,4,MPN/100 ml
070108BH02,2008-07-01,WHITESTONE BOOSTER CIVIC  ASSOCIATION,Center,16,MPN/100 ml
090611GR07,2011-09-06,DANISH AMERICAN BEACH CLUB,Left,64,MPN/100 ml
080613CP11,2013-08-06,ORCHARD BEACH,Center,48,MPN/100 ml
080205MR14,2005-08-02,ORCHARD BEACH,Center,24,MPN/100 ml
071205MR09,2005-07-12,KINGSBOROUGH COMMUNITY COLLEGE,Right,300,MPN/100 ml
071111GR17,2011-07-11,SEAGATE BEACH - 42ND STREET,Left,4,MPN/100 ml
050509GR01,2009-05-05,BREEZY POINT - 219TH STREET,Center,12,MPN/100 ml
050305TM05,2005-05-03,ORCHARD BEACH,Center,9.9,MPN/100 ml
042407BH06,2007-04-24,ROCKAWAY BEACH 95TH - 116TH,Center,20,MPN/100 ml
072109GR08,2009-07-21,KINGSBOROUGH COMMUNITY COLLEGE,Center,8,MPN/100 ml
042307BH09,2007-04-23,SEAGATE BEACH - 42ND STREET,Center,8,MPN/100 ml
082216MC10,2016-08-22,CONEY ISLAND BR. 15TH - 6TH,Center,4,MPN/100 ml
062706ZK19,2006-06-27,MANHEM BEACH CLUB,Left,4,MPN/100 ml
050112GR10,2012-05-01,DANISH AMERICAN BEACH CLUB,Left,100,MPN/100 ml
071513GR06,2013-07-15,MANHATTAN BEACH,Right,8,MPN/100 ml
061411KB05,2011-06-14,WHITESTONE BOOSTER CIVIC  ASSOCIATION,Center,8,MPN/100 ml
043012KB06,2012-04-30,WOLFE'S POND PARK,Right,4,MPN/100 ml
042413GR11,2013-04-24,BREEZY POINT - REID AVE.,Right,4,MPN/100 ml
080513GR16,2013-08-05,SEAGATE BEACH - 38TH STREET,Right,16,MPN/100 ml
042407IM05,2007-04-24,ORCHARD BEACH,Center,8,MPN/100 ml
072312KB05,2012-07-23,WHITESTONE BOOSTER CIVIC  ASSOCIATION,Center,60,MPN/100 ml
072909SG10,2009-07-29,MORRIS YACHT AND BEACH CLUB,Left,28,MPN/100 ml
071817JL03,2017-07-18,TRINITY DANISH YOUNG PEOPLE'S SOCIETY,Right,48,MPN/100 ml
070506LC05,2006-07-05,SI YMCA OF GREATER NEW YORK,Center,28,MPN/100 ml
082912GR14,2012-08-29,ROCKAWAY BEACH 9TH - 13TH,Center,8,MPN/100 ml
042312GR10,2012-04-23,CONEY ISLAND BR. 15TH - 6TH,Center,20,MPN/100 ml
051811SG12,2011-05-18,DANISH AMERICAN BEACH CLUB,Right,1300,MPN/100 ml
070912GR11,2012-07-09,CONEY ISLAND BR. 6TH - OCEAN PKWY,Center,48,MPN/100 ml
071513GR15,2013-07-15,SEAGATE BEACH - 38TH STREET,Center,4,MPN/100 ml
060209IM11,2009-06-02,DANISH AMERICAN BEACH CLUB,Center,8,MPN/100 ml
062105EL07,2005-06-21,KINGSBOROUGH COMMUNITY COLLEGE,Left,28,MPN/100 ml
060110GR02,2010-06-01,GERRITSEN/KIDDIE BEACH,Center,40,MPN/100 ml
062509KB13,2009-06-25,DANISH AMERICAN BEACH CLUB,Left,320,MPN/100 ml
090413GR05,2013-09-04,AMERICAN TURNERS,Center,32,MPN/100 ml
052013GR15,2013-05-20,SEAGATE BEACH - 38TH STREET,Center,12,MPN/100 ml
062810GR14,2010-06-28,SEAGATE BEACH - 38TH STREET,Left,4,MPN/100 ml
082912GR13,2012-08-29,ROCKAWAY BEACH 15TH - 22TH,Center,4,MPN/100 ml
062915CP02,2015-06-29,CONEY ISLAND WEST 16TH - WEST 27TH,Center,4,MPN/100 ml
061510KB13,2010-06-15,MORRIS YACHT AND BEACH CLUB,Left,12,MPN/100 ml
052312KB09,2012-05-23,MANHEM BEACH CLUB,Right,48,MPN/100 ml
072006JR07,2006-07-20,MORRIS YACHT AND BEACH CLUB,Left,20,MPN/100 ml
071117JL05,2017-07-11,WHITE CROSS FISHING CLUB,Center,4,MPN/100 ml
061509IM08,2009-06-15,AMERICAN TURNERS,Center,80,MPN/100 ml
081114GR04,2014-08-11,MANHATTAN BEACH,Left,76,MPN/100 ml
051408IM10,2008-05-14,DANISH AMERICAN BEACH CLUB,Left,4,MPN/100 ml
063008BH07,2008-06-30,MIDLAND BEACH,Left,24,MPN/100 ml
083111AA12,2011-08-31,CEDAR GROVE,Right,30,MPN/100 ml
060805BH21,2005-06-08,AMERICAN TURNERS,Left,16,MPN/100 ml
091207GR01,2007-09-12,WHITESTONE BOOSTER CIVIC  ASSOCIATION,Left,600,MPN/100 ml
042412KB11,2012-04-24,WEST FORDHAM STREET ASSOCIATION,Center,16,MPN/100 ml
090909IM09,2009-09-09,AMERICAN TURNERS,Right,8,MPN/100 ml
062617JA08,2017-06-26,WOLFE'S POND PARK,Right,4,MPN/100 ml
061208KB03,2008-06-12,DOUGLASTON HOMEOWNERS ASSOCIATION,Right,320,MPN/100 ml
042313KB14,2013-04-23,MORRIS YACHT AND BEACH CLUB,Center,32,MPN/100 ml
062210GR14,2010-06-22,MANHEM BEACH CLUB,Center,64,MPN/100 ml
060513GR05,2013-06-05,WHITE CROSS FISHING CLUB,Center,28,MPN/100 ml
070611KB20,2011-07-06,WHITESTONE BOOSTER CIVIC  ASSOCIATION,Center,20,MPN/100 ml
082807BH01,2007-08-28,SI YMCA OF GREATER NEW YORK,Left,4,MPN/100 ml
081407BH01,2007-08-14,SI YMCA OF GREATER NEW YORK,Left,8,MPN/100 ml
083111GR11,2011-08-31,DANISH AMERICAN BEACH CLUB,Center,76,MPN/100 ml
071712KB14,2012-07-17,MORRIS YACHT AND BEACH CLUB,Center,110,MPN/100 ml
070609GR18,2009-07-06,SEAGATE BEACH - 42ND STREET,Center,4,MPN/100 ml
072011GR08,2011-07-20,BREEZY POINT - 219TH STREET,Center,56,MPN/100 ml
042610GR13,2010-04-26,CONEY ISLAND WEST 8TH - PIER,Center,4,MPN/100 ml
090915KB03,2015-09-09,DOUGLASTON HOMEOWNERS ASSOCIATION,Right,4,MPN/100 ml
080811GR12,2011-08-08,AMERICAN TURNERS,Right,12,MPN/100 ml
082409KB05,2009-08-24,WOLFE'S POND PARK,Center,20,MPN/100 ml
072815CP01,2015-07-28,DOUGLASTON HOMEOWNERS ASSOCIATION,Left,28,MPN/100 ml
081214CP19,2014-08-12,LOCUST POINT YACHT CLUB,Left,4,MPN/100 ml
071415CP15,2015-07-14,WEST FORDHAM STREET ASSOCIATION,Right,68,MPN/100 ml
060407GR06,2007-06-04,KINGSBOROUGH COMMUNITY COLLEGE,Right,260,MPN/100 ml
072406ZK01,2006-07-24,MORRIS YACHT AND BEACH CLUB,Left,8,MPN/100 ml
082106NG03,2006-08-21,SOUTH BEACH,Right,4,MPN/100 ml
090915KB01,2015-09-09,DOUGLASTON HOMEOWNERS ASSOCIATION,Left,12,MPN/100 ml
050712KB08,2012-05-07,ORCHARD BEACH,Center,4,MPN/100 ml
072710GR17,2010-07-27,SCHUYLER HILL CIVIC ASSOCIATION,Center,4,MPN/100 ml
081505MR18,2005-08-15,SEAGATE BEACH - 38TH STREET,Right,8,MPN/100 ml
060716JL10,2016-06-07,DANISH AMERICAN BEACH CLUB,Left,12,MPN/100 ml
052207IM19,2007-05-22,MANHEM BEACH CLUB,Center,8,MPN/100 ml
071514CP11,2014-07-15,CEDAR GROVE,Right,92,MPN/100 ml
080910SG14,2010-08-09,SI YMCA OF GREATER NEW YORK,Right,200,MPN/100 ml
042616GR04,2016-04-26,WHITE CROSS FISHING CLUB,Left,620,MPN/100 ml
043007GR15,2007-04-30,SEAGATE BEACH - 42ND STREET,Center,4,MPN/100 ml
061213GR13,2013-06-12,MANHEM BEACH CLUB,Right,28,MPN/100 ml
050608BH08,2008-05-06,MORRIS YACHT AND BEACH CLUB,Center,8,MPN/100 ml
080811KB06,2011-08-08,WHITESTONE BOOSTER CIVIC  ASSOCIATION,Right,40,MPN/100 ml
062717JA01,2017-06-27,TRINITY DANISH YOUNG PEOPLE'S SOCIETY,Left,48,MPN/100 ml
050515CP06,2015-05-05,WHITE CROSS FISHING CLUB,Right,4,MPN/100 ml
052416JL10,2016-05-24,DANISH AMERICAN BEACH CLUB,Left,44,MPN/100 ml
081605MR14,2005-08-16,ORCHARD BEACH,Center,8,MPN/100 ml
090506BH20,2006-09-05,SEAGATE BEACH - 38TH STREET,Center,32,MPN/100 ml
042015GR08,2015-04-20,KINGSBOROUGH COMMUNITY COLLEGE,Center,72,MPN/100 ml
082113CP05,2013-08-21,CEDAR GROVE,Center,190,MPN/100 ml
050409GR18,2009-05-04,SEAGATE BEACH - 42ND STREET,Center,12,MPN/100 ml
080806JR01,2006-08-08,GERRITSEN/KIDDIE BEACH,Left,16,MPN/100 ml
050614KB05,2014-05-06,WHITESTONE BOOSTER CIVIC  ASSOCIATION,Center,12,MPN/100 ml
052511KB02,2011-05-25,ROCKAWAY BEACH 116TH - 126TH,Center,4,MPN/100 ml
081808GR18,2008-08-18,SEAGATE BEACH - 42ND STREET,Center,8,MPN/100 ml
080613GR20,2013-08-06,LOCUST POINT YACHT CLUB,Center,4,MPN/100 ml
042412GR05,2012-04-24,WHITE CROSS FISHING CLUB,Center,48,MPN/100 ml
063009SG08,2009-06-30,MORRIS YACHT AND BEACH CLUB,Center,16,MPN/100 ml
080205MR11,2005-08-02,MORRIS YACHT AND BEACH CLUB,Center,20,MPN/100 ml
052405TM27,2005-05-25,LOCUST POINT CIVIC ASSOCIATION,Right,12,MPN/100 ml
071414CP10,2014-07-14,DANISH AMERICAN BEACH CLUB,Left,12,MPN/100 ml
042709GR06,2009-04-27,MANHATTAN BEACH,Right,8,MPN/100 ml
060105TM27,2005-06-01,LOCUST POINT CIVIC ASSOCIATION,Right,68,MPN/100 ml
080806NG03,2006-08-08,SOUTH BEACH,Right,28,MPN/100 ml
050508GR06,2008-05-05,MANHATTAN BEACH,Right,4,MPN/100 ml
060517JA12,2017-06-05,MIDLAND BEACH,Left,24,MPN/100 ml
083110KB14,2010-08-31,MORRIS YACHT AND BEACH CLUB,Center,20,MPN/100 ml
042815KB07,2015-04-28,ORCHARD BEACH,Left,4,MPN/100 ml
081406NG02,2006-08-14,BREEZY POINT - 219TH STREET,Center,580,MPN/100 ml
070506ZK16,2006-07-05,DANISH AMERICAN BEACH CLUB,Left,12,MPN/100 ml
071712GR08,2012-07-17,AMERICAN TURNERS,Center,48,MPN/100 ml
071708IM04,2008-07-17,WHITE CROSS FISHING CLUB,Left,4,MPN/100 ml
081406BH22,2006-08-14,MORRIS YACHT AND BEACH CLUB,Right,4,MPN/100 ml
051507BH11,2007-05-15,DANISH AMERICAN BEACH CLUB,Center,4,MPN/100 ml
052112KB15,2012-05-21,MORRIS YACHT AND BEACH CLUB,Right,680,MPN/100 ml
061008BH04,2008-06-10,DOUGLASTON HOMEOWNERS ASSOCIATION,Left,200,MPN/100 ml
072517NG06,2017-07-25,WHITE CROSS FISHING CLUB,Right,300,MPN/100 ml
071811KB02,2011-07-18,DOUGLASTON HOMEOWNERS ASSOCIATION,Center,4,MPN/100 ml
042511GR18,2011-04-25,SEAGATE BEACH - 42ND STREET,Center,340,MPN/100 ml
082112KB05,2012-08-21,WOLFE'S POND PARK,Center,16,MPN/100 ml
081511GR09,2011-08-15,CONEY ISLAND OCEAN PKWY - WEST 8TH,Center,28,MPN/100 ml
042610KB04,2010-04-26,WOLFE'S POND PARK,Left,96,MPN/100 ml
092313CP06,2013-09-23,MORRIS YACHT AND BEACH CLUB,Right,8,MPN/100 ml
070506LC04,2006-07-05,SI YMCA OF GREATER NEW YORK,Left,40,MPN/100 ml
052305EL17,2005-05-23,SEAGATE BEACH - 38TH STREET,Center,4,MPN/100 ml
061713GR07,2013-06-17,AMERICAN TURNERS,Left,64,MPN/100 ml
052913GR01,2013-05-29,GERRITSEN/KIDDIE BEACH,Left,580,MPN/100 ml
072009GR09,2009-07-20,AMERICAN TURNERS,Right,16,MPN/100 ml
082112GR09,2012-08-21,KINGSBOROUGH COMMUNITY COLLEGE,Right,12,MPN/100 ml
061713GR08,2013-06-17,AMERICAN TURNERS,Center,4,MPN/100 ml
062805BH07,2005-06-28,ROCKAWAY BEACH 116TH - 126TH,Center,228,MPN/100 ml
070207BH03,2007-07-02,DOUGLASTON HOMEOWNERS ASSOCIATION,Right,180,MPN/100 ml
062105BH07,2005-06-21,SOUTH BEACH,Right,4,MPN/100 ml
073012KB09,2012-07-30,CEDAR GROVE,Right,8,MPN/100 ml
081705SI08,2005-08-17,GERRITSEN/KIDDIE BEACH,Center,20,MPN/100 ml
043013GR02,2013-04-30,TRINITY DANISH YOUNG PEOPLE'S SOCIETY,Center,12,MPN/100 ml
070808GR05,2008-07-08,WHITE CROSS FISHING CLUB,Center,4,MPN/100 ml
091411KB04,2011-09-14,WHITESTONE BOOSTER CIVIC  ASSOCIATION,Left,8,MPN/100 ml
082013CP07,2013-08-20,WHITESTONE BOOSTER CIVIC  ASSOCIATION,Left,28,MPN/100 ml
082806BH04,2006-08-28,WOLFE'S POND PARK,Left,20,MPN/100 ml
050712GR11,2012-05-07,CONEY ISLAND BR. 6TH - OCEAN PKWY,Center,24,MPN/100 ml
073106NG05,2006-07-31,MIDLAND BEACH,Center,4,MPN/100 ml
052311KB02,2011-05-23,SI YMCA OF GREATER NEW YORK,Center,76,MPN/100 ml
082610SG04,2010-08-26,WEST FORDHAM STREET ASSOCIATION,Left,4,MPN/100 ml
052410GR17,2010-05-24,SEAGATE BEACH - 42ND STREET,Left,4,MPN/100 ml
062414SG10,2014-06-24,WEST FORDHAM STREET ASSOCIATION,Left,4,MPN/100 ml
082609BH18,2009-08-26,WHITE CROSS FISHING CLUB,Right,18,MPN/100 ml
071414KB14,2014-07-14,MORRIS YACHT AND BEACH CLUB,Center,8,MPN/100 ml
052014CP01,2014-05-20,DOUGLASTON HOMEOWNERS ASSOCIATION,Left,28,MPN/100 ml
061213KB08,2013-06-12,WHITESTONE BOOSTER CIVIC  ASSOCIATION,Center,16,MPN/100 ml
070814KB02,2014-07-08,DOUGLASTON HOMEOWNERS ASSOCIATION,Center,160,MPN/100 ml
082112KB14,2012-08-21,SOUTH BEACH,Center,20,MPN/100 ml
072208BH07,2008-07-22,MORRIS YACHT AND BEACH CLUB,Left,4,MPN/100 ml
062606ZK17,2006-06-26,SEAGATE BEACH - 38TH STREET,Left,24,MPN/100 ml
060315CP12,2015-06-03,SOUTH BEACH,Right,8,MPN/100 ml
060915CP12,2015-06-09,MORRIS YACHT AND BEACH CLUB,Right,8,MPN/100 ml
061613GR21,2013-06-17,LOCUST POINT YACHT CLUB,Center,4,MPN/100 ml
061212SG13,2012-06-12,MANHEM BEACH CLUB,Left,24,MPN/100 ml
083115SM18,2015-08-31,SEAGATE BEACH - 38TH STREET,Center,4,MPN/100 ml
071017JL11,2017-07-10,CEDAR GROVE,Right,8,MPN/100 ml
081407GR08,2007-08-14,CONEY ISLAND BR. 6TH - OCEAN PKWY,Center,4,MPN/100 ml
050608IM04,2008-05-06,WHITE CROSS FISHING CLUB,Left,4,MPN/100 ml
052609IM13,2009-05-26,MANHEM BEACH CLUB,Left,52,MPN/100 ml
070516MC09,2016-07-05,KINGSBOROUGH COMMUNITY COLLEGE,Right,48,MPN/100 ml
060915GR08,2015-06-09,AMERICAN TURNERS,Center,12,MPN/100 ml
050410GR10,2010-05-04,DANISH AMERICAN BEACH CLUB,Left,260,MPN/100 ml
081815SG01,2015-08-18,DOUGLASTON HOMEOWNERS ASSOCIATION,Left,52,MPN/100 ml
061609KB07,2009-06-16,MIDLAND BEACH,Left,4,MPN/100 ml
071714KB09,2014-07-17,SEAGATE BEACH - 38TH STREET,Center,12,MPN/100 ml
052311KB09,2011-05-23,CEDAR GROVE,Right,24,MPN/100 ml
061212SG12,2012-06-12,DANISH AMERICAN BEACH CLUB,Right,20,MPN/100 ml
081711GR01,2011-08-17,GERRITSEN/KIDDIE BEACH,Left,24,MPN/100 ml
060209IM05,2009-06-02,WHITE CROSS FISHING CLUB,Center,12,MPN/100 ml
072909SG11,2009-07-29,MORRIS YACHT AND BEACH CLUB,Center,32,MPN/100 ml
082117KB06,2017-08-21,WOLFE'S POND PARK,Right,12,MPN/100 ml
081413CP03,2013-08-14,ROCKAWAY BEACH 23RD - 59TH,Center,8,MPN/100 ml
083011SM08,2011-08-30,MANHATTAN BEACH,Center,24,MPN/100 ml
072413KB03,2013-07-24,CEDAR GROVE,Right,16,MPN/100 ml
072505SI11,2005-07-25,CONEY ISLAND WEST 16TH - WEST 27TH,Center,8,MPN/100 ml
082912GR05,2012-08-29,BREEZY POINT - REID AVE.,Center,16,MPN/100 ml
071107GR06,2007-07-11,ROCKAWAY BEACH 80TH - 95TH,Center,4,MPN/100 ml
062706ZK18,2006-06-27,DANISH AMERICAN BEACH CLUB,Right,4,MPN/100 ml
090115SM16,2015-09-01,SCHUYLER HILL CIVIC ASSOCIATION,Left,8,MPN/100 ml
082911GR02,2011-08-29,ROCKAWAY BEACH 116TH - 126TH,Center,12,MPN/100 ml
062805MG22,2005-06-28,TRINITY DANISH YOUNG PEOPLE'S SOCIETY,Left,20,MPN/100 ml
072710GR07,2010-07-27,AMERICAN TURNERS,Left,56,MPN/100 ml
082609BH11,2009-08-26,DANISH AMERICAN BEACH CLUB,Center,4,MPN/100 ml
062810GR03,2010-06-28,GERRITSEN/KIDDIE BEACH,Right,28,MPN/100 ml
080805MR09,2005-08-08,KINGSBOROUGH COMMUNITY COLLEGE,Right,248,MPN/100 ml
053006IM18,2006-05-30,DANISH AMERICAN BEACH CLUB,Right,124,MPN/100 ml
050310GR19,2010-05-03,SEAGATE BEACH - 42ND STREET,Right,4,MPN/100 ml
052217JA03,2017-05-22,SI YMCA OF GREATER NEW YORK,Left,100,MPN/100 ml
062111GR15,2011-06-21,MANHEM BEACH CLUB,Right,16,MPN/100 ml
042913KB03,2013-04-29,SOUTH BEACH,Right,4,MPN/100 ml
082206BH17,2006-08-22,AMERICAN TURNERS,Center,4,MPN/100 ml
060512KB07,2012-06-05,ORCHARD BEACH,Left,16,MPN/100 ml
082613GR12,2013-08-26,CONEY ISLAND OCEAN PKWY - WEST 8TH,Center,32,MPN/100 ml
071714CP13,2014-07-17,MIDLAND BEACH,Center,8,MPN/100 ml
080707GR05,2007-08-07,ROCKAWAY BEACH 95TH - 116TH,Center,4,MPN/100 ml
071012GR12,2012-07-10,DANISH AMERICAN BEACH CLUB,Right,4,MPN/100 ml
082609BH12,2009-08-26,DANISH AMERICAN BEACH CLUB,Right,4,MPN/100 ml
050310GR17,2010-05-03,SEAGATE BEACH - 42ND STREET,Left,4,MPN/100 ml
061813KB01,2013-06-18,SI YMCA OF GREATER NEW YORK,Left,76,MPN/100 ml
062209GR03,2009-06-22,GERRITSEN/KIDDIE BEACH,Right,96,MPN/100 ml
082807GR03,2007-08-28,MANHATTAN BEACH,Right,44,MPN/100 ml
060506BH03,2006-06-05,SI YMCA OF GREATER NEW YORK,Left,16,MPN/100 ml
061613GR20,2013-06-17,LOCUST POINT YACHT CLUB,Left,4,MPN/100 ml
082613CP05,2013-08-26,SI YMCA OF GREATER NEW YORK,Right,120,MPN/100 ml
062915CP15,2015-06-29,SOUTH BEACH,Left,4,MPN/100 ml
061807BH14,2007-06-18,CONEY ISLAND WEST 28TH - WEST 37TH,Center,4,MPN/100 ml
061912KB12,2012-06-19,MIDLAND BEACH,Right,4,MPN/100 ml
071211KB03,2011-07-12,DOUGLASTON HOMEOWNERS ASSOCIATION,Right,660,MPN/100 ml
082906BH06,2006-08-29,MANHEM BEACH CLUB,Right,200,MPN/100 ml
042814KB07,2014-04-28,CEDAR GROVE,Left,4,MPN/100 ml
070512GR05,2012-07-05,BREEZY POINT - 219TH STREET,Center,740,MPN/100 ml
042710KB09,2010-04-27,MORRIS YACHT AND BEACH CLUB,Right,8,MPN/100 ml
080811KB01,2011-08-08,DOUGLASTON HOMEOWNERS ASSOCIATION,Left,140,MPN/100 ml
072417KB13,2017-07-24,SOUTH BEACH,Left,110,MPN/100 ml
061609GR15,2009-06-16,SEAGATE BEACH - 38TH STREET,Center,110,MPN/100 ml
060710KB02,2010-06-07,SI YMCA OF GREATER NEW YORK,Center,160,MPN/100 ml
060111GR08,2011-06-01,AMERICAN TURNERS,Center,8,MPN/100 ml
062811KB01,2011-06-28,DOUGLASTON HOMEOWNERS ASSOCIATION,Left,4,MPN/100 ml
081710SG04,2010-08-17,SOUTH BEACH,Center,12,MPN/100 ml
051314CP05,2014-05-13,WHITE CROSS FISHING CLUB,Center,1500,MPN/100 ml
070705WF03,2005-07-07,MIDLAND BEACH,Right,52,MPN/100 ml
070212GR18,2012-07-02,SEAGATE BEACH - 42ND STREET,Center,4,MPN/100 ml
080112GR01,2012-08-01,BREEZY POINT - REID AVE.,Left,4,MPN/100 ml
050608IM10,2008-05-06,DANISH AMERICAN BEACH CLUB,Left,4,MPN/100 ml
081412KB13,2012-08-14,MORRIS YACHT AND BEACH CLUB,Left,500,MPN/100 ml
050112GR14,2012-05-01,MANHEM BEACH CLUB,Center,72,MPN/100 ml
072006BH13,2006-07-20,MANHEM BEACH CLUB,Left,8,MPN/100 ml
060407BH13,2007-06-04,CONEY ISLAND WEST 28TH - WEST 37TH,Center,52,MPN/100 ml
071817JL10,2017-07-18,DANISH AMERICAN BEACH CLUB,Left,4,MPN/100 ml
061509KB09,2009-06-15,MORRIS YACHT AND BEACH CLUB,Right,32,MPN/100 ml
082906BH03,2006-08-29,SCHUYLER HILL CIVIC ASSOCIATION,Right,20,MPN/100 ml
081913GR10,2013-08-19,CONEY ISLAND BR. 15TH - 6TH,Center,16,MPN/100 ml
060607IM02,2007-06-06,MORRIS YACHT AND BEACH CLUB,Center,16,MPN/100 ml
060606IM08,2006-06-06,TRINITY DANISH YOUNG PEOPLE'S SOCIETY,Center,40,MPN/100 ml
070815GR06,2015-07-08,ROCKAWAY BEACH 95TH - 116TH,Center,4,MPN/100 ml
042115CP06,2015-04-21,WHITESTONE BOOSTER CIVIC  ASSOCIATION,Right,96,MPN/100 ml
072214CP12,2014-07-22,DANISH AMERICAN BEACH CLUB,Right,4,MPN/100 ml
060110KB07,2010-06-01,MIDLAND BEACH,Left,4,MPN/100 ml
050216JL01,2016-05-03,LOCUST POINT YACHT CLUB,Left,60,MPN/100 ml
050911KB12,2011-05-09,MIDLAND BEACH,Right,4,MPN/100 ml
081617MC03,2017-08-16,ROCKAWAY BEACH 23RD - 59TH,Center,16,MPN/100 ml
081213GR07,2013-08-12,KINGSBOROUGH COMMUNITY COLLEGE,Left,120,MPN/100 ml
081706NG02,2006-08-17,MIDLAND BEACH,Center,4,MPN/100 ml
061416JL03,2016-06-14,TRINITY DANISH YOUNG PEOPLE'S SOCIETY,Right,4,MPN/100 ml
053117MA20,2017-05-31,LOCUST POINT YACHT CLUB,Center,120,MPN/100 ml
070814CP03,2014-07-08,TRINITY DANISH YOUNG PEOPLE'S SOCIETY,Right,40,MPN/100 ml
081214KB05,2014-08-12,WHITESTONE BOOSTER CIVIC  ASSOCIATION,Center,12,MPN/100 ml
052405TM26,2005-05-24,LOCUST POINT CIVIC ASSOCIATION,Center,12,MPN/100 ml
090915SM04,2015-09-09,WHITE CROSS FISHING CLUB,Left,8,MPN/100 ml
